number	sentence	perceptual?	pay attention to?	bearing in mind?	perceptual?IH	pay attention to?IH	bearing in mind?IH	NotesIH	perceptual?MC	pay attention to?MC	bearing in mind?MC	NotesMC	Consensus	Perc	
625	 A biosociety says Professor A. Behrens, a prominent member of the project, is one that should be fully aware of the problems of life in all its forms and of a balanced input/output in energy and materials and is using biotechnology to an optimal extent in order to guarantee a proper balance between human needs (partially represented by industrial needs), natural resources, and the environment (Oberursal, 1982).	N		B	N		B		P		B		1	N	
626	 In discussing proposals with parents and the LEA the governors would need to be fully aware of the possible educational and financial consequences including the terms on which support services for special needs would still be available, and at what cost, from the LEA or elsewhere.	N		B	N				P		B		1	N	
628	 The increased competitive pressure experienced by many US and UK companies as a result of the Japanese emphasis on reliability and the inclusion of extras in basic models has made them much more aware of the need to pay attention to quality.	N		B	N		B		P		B		1	N	
629	 Neither he nor the Council was fully aware of the pressures for expansion that were to intensify from 1972, or of what might be involved in a response to such injunctions as those of the THES to make the influence of the CNAA more widely felt.	N			N				P		B	Negation 	1	N	
630	 Having known the lack of that luxury herself, she was all too aware of how important it was.	N			N				P				1	N	
631	 In this emphasis on personal success and achievement we can see a strong thread of individualism in the physics students' world-view; they are keenly aware of competition between individuals both in higher education and in the labour market.	N		B	N		B		P				1	N	
632	 In fact MI5 was wasting its time because Khrushchev and Bulganin were well aware of this and spent much of the time in their suite holding nonsensical conversations that appeared to include tantalising references to important matters but were in reality pure rubbish.	N			N				P	A			1	N	
634	 Today they were well aware of their heritage.	N			N				P	A			1	N	
635	 I feel bound however to say that, although I am well aware of the existence of the boundary, I am never quite sure where to find it.	N			N				P				1	N	
636	 In his speech which honoured 1,300 representatives of award winning companies, star of stage and screen Roy Castle said: Safety is all about being aware of those around you making sure that you protect each other.	N			N	A			P		B		1	N	
638	 To the end of his life Picasso himself did not bother to distinguish between African and Oceanic art, although he must have been aware of distinctions between the two during his contacts with the Surrealists in the 1920s, for they tended to prefer and extol the marvellous properties of the latter.	N			N				P				1	N	
640	 1984) showed that many were not aware of or not in receipt of home helps, day care, attendance allowance, or  social work support.	N			N				P			Negation 	1	N	
641	 Are subjects aware of risk when driving?	N		B	N		B		P		B		1	N	
644	 She was aware of a past neither of them had spoken of much at least, not while she'd been there.	N			N				P				1	N	
648	 He is my husband  something Martin is fully aware of too.	N			N				P				1	N	
650	 Sly was aware of this country habit and was relying on it to provide him with a medium whereby to ingratiate himself with the white locals.	N		B	N		B		P		B		1	N	
651	Although aware of the twentieth century, Poland's feelings and emotions were trapped in the experience of partition, and it had to struggle to catch up, not just in industrial and economic terms, but socially, artistically and emotionally.	N		B	N				P				1	N	
654	 This oscillation is, in many cases, the beginning of a period-doubling cascade to chaos obeying the Feigenbaum scaling relations 13, but the author is not aware of any proof that the map has this property.	N			N				P		B	Negation 	1	N	
655	 Right, erm that's something that I don't really think I should erm reply to even though we are aware of the situation and are taking steps to identify the problem and put a stop to it.	N			N		B		P		B		1	N	
656	 I am fully aware of the importance of the independence of the courts and of the constraints that they face when sentencing juveniles.	N			N				P		B		1	N	
657	 Her mother, although made aware of her plight, at first said she intended to continue her holiday.	N			N				P				1	N	
658	 We make them aware of the pitfalls.	N		B	N				P		B		1	N	
659	 Curiously, Gill and Jackson are aware of the problem of identity confusion but believe that it can be avoided if black children are placed transracially when very young: it is possible that older black children may, by the time a placement has occurred, have already internalised a definition of themselves as being black and that this definition may jeopardise the possibility of integration and emotional identification within a white family (p. 138).	N			N				P		B		1	N	
663	 Not many seem to be aware of the fact that current massive unemployment comes mainly from delays in transferring funds from old to new industries.	N			N				P		B	Partial Negation 	1	N	
